,region,region name,crop,year,symbol,label,unit,value,confidence
13018,CZ,Czeckia,Potatoes,2009,H,harvested quantity,Gg N,1.9264,unprocessed
13019,CZ,Czeckia,Potatoes,2009,Y,yield,kg N / ha,67.1219512195122,calculated
13020,CZ,Czeckia,Potatoes,2010,A,harvested area,Mha,0.02708,unprocessed
13021,CZ,Czeckia,Potatoes,2010,H,harvested quantity,Gg N,1.7028608,unprocessed
13022,CZ,Czeckia,Potatoes,2010,Y,yield,kg N / ha,62.88259970457903,calculated
13023,CZ,Czeckia,Potatoes,2011,A,harvested area,Mha,0.0264499999999999,unprocessed
13024,CZ,Czeckia,Potatoes,2011,H,harvested quantity,Gg N,2.0616448000000003,unprocessed
13025,CZ,Czeckia,Potatoes,2011,Y,yield,kg N / ha,77.94498298676778,calculated
13026,CZ,Czeckia,Potatoes,2012,A,harvested area,Mha,0.0236499999999999,unprocessed
13027,CZ,Czeckia,Potatoes,2012,H,harvested quantity,Gg N,1.694208,unprocessed
13028,CZ,Czeckia,Potatoes,2012,Y,yield,kg N / ha,71.63670190274871,calculated
13029,CZ,Czeckia,Potatoes,2013,A,harvested area,Mha,0.02321,unprocessed
13030,CZ,Czeckia,Potatoes,2013,H,harvested quantity,Gg N,1.3733120000000003,unprocessed
13031,CZ,Czeckia,Potatoes,2013,Y,yield,kg N / ha,59.16897888841018,calculated
13032,CZ,Czeckia,Potatoes,2014,A,harvested area,Mha,0.0239899999999999,unprocessed
13033,CZ,Czeckia,Potatoes,2014,H,harvested quantity,Gg N,1.7857024,unprocessed
13034,CZ,Czeckia,Potatoes,2014,Y,yield,kg N / ha,74.43528136723666,calculated
13035,CZ,Czeckia,Potatoes,2015,A,harvested area,Mha,0.02268,unprocessed
13036,CZ,Czeckia,Potatoes,2015,H,harvested quantity,Gg N,1.2926976,unprocessed
13037,CZ,Czeckia,Potatoes,2015,Y,yield,kg N / ha,56.99724867724868,calculated
13038,CZ,Czeckia,Potatoes,2016,A,harvested area,Mha,0.02341,unprocessed
13039,CZ,Czeckia,Potatoes,2016,H,harvested quantity,Gg N,1.7910016000000002,unprocessed
13040,CZ,Czeckia,Potatoes,2016,Y,yield,kg N / ha,76.5058351131995,calculated
13041,CZ,Czeckia,Potatoes,2017,A,harvested area,Mha,0.02342,unprocessed
13042,CZ,Czeckia,Potatoes,2017,H,harvested quantity,Gg N,1.7637632000000003,unprocessed
13043,CZ,Czeckia,Potatoes,2017,Y,yield,kg N / ha,75.31012809564476,calculated
13044,CZ,Czeckia,Potatoes,2018,A,harvested area,Mha,0.02289,unprocessed
13045,CZ,Czeckia,Potatoes,2018,H,harvested quantity,Gg N,1.4939136,unprocessed
13046,CZ,Czeckia,Potatoes,2018,Y,yield,kg N / ha,65.26490170380079,calculated
13047,CZ,Czeckia,Potatoes,2019,A,harvested area,Mha,0.02289,unprocessed
13048,CZ,Czeckia,Potatoes,2019,H,harvested quantity,Gg N,1.5938560000000002,unprocessed
13049,CZ,Czeckia,Potatoes,2019,Y,yield,kg N / ha,69.63110528615117,calculated
13050,CZ,Czeckia,Pulses,1990,A,harvested area,Mha,0.056,unprocessed
13051,CZ,Czeckia,Pulses,1990,H,harvested quantity,Gg N,5.33632,unprocessed
13052,CZ,Czeckia,Pulses,1990,Y,yield,kg N / ha,95.29142857142857,calculated
13053,CZ,Czeckia,Pulses,1991,A,harvested area,Mha,0.071,unprocessed
13054,CZ,Czeckia,Pulses,1991,H,harvested quantity,Gg N,6.84992,unprocessed
13055,CZ,Czeckia,Pulses,1991,Y,yield,kg N / ha,96.47774647887324,calculated
13056,CZ,Czeckia,Pulses,1992,A,harvested area,Mha,0.092,unprocessed
13057,CZ,Czeckia,Pulses,1992,H,harvested quantity,Gg N,7.163200000000001,unprocessed
13058,CZ,Czeckia,Pulses,1992,Y,yield,kg N / ha,77.8608695652174,calculated
13059,CZ,Czeckia,Pulses,1993,A,harvested area,Mha,0.094,unprocessed
13060,CZ,Czeckia,Pulses,1993,H,harvested quantity,Gg N,8.008000000000001,unprocessed
13061,CZ,Czeckia,Pulses,1993,Y,yield,kg N / ha,85.19148936170214,calculated
13062,CZ,Czeckia,Pulses,1994,A,harvested area,Mha,0.071,unprocessed
13063,CZ,Czeckia,Pulses,1994,H,harvested quantity,Gg N,5.74112,unprocessed
13064,CZ,Czeckia,Pulses,1994,Y,yield,kg N / ha,80.86084507042254,calculated
13065,CZ,Czeckia,Pulses,1995,A,harvested area,Mha,0.061,unprocessed
13066,CZ,Czeckia,Pulses,1995,H,harvested quantity,Gg N,5.07232,unprocessed
13067,CZ,Czeckia,Pulses,1995,Y,yield,kg N / ha,83.15278688524592,calculated
13068,CZ,Czeckia,Pulses,1996,A,harvested area,Mha,0.056,unprocessed
13069,CZ,Czeckia,Pulses,1996,H,harvested quantity,Gg N,4.7696000000000005,unprocessed
13070,CZ,Czeckia,Pulses,1996,Y,yield,kg N / ha,85.17142857142858,calculated
13071,CZ,Czeckia,Pulses,1997,A,harvested area,Mha,0.0493,unprocessed
13072,CZ,Czeckia,Pulses,1997,H,harvested quantity,Gg N,3.65024,unprocessed
13073,CZ,Czeckia,Pulses,1997,Y,yield,kg N / ha,74.04137931034484,calculated
13074,CZ,Czeckia,Pulses,1998,A,harvested area,Mha,0.0567999999999999,unprocessed
13075,CZ,Czeckia,Pulses,1998,H,harvested quantity,Gg N,4.89984,unprocessed
13076,CZ,Czeckia,Pulses,1998,Y,yield,kg N / ha,86.26478873239452,calculated
13077,CZ,Czeckia,Pulses,1999,A,harvested area,Mha,0.0462999999999999,unprocessed
13078,CZ,Czeckia,Pulses,1999,H,harvested quantity,Gg N,4.2064,unprocessed
13079,CZ,Czeckia,Pulses,1999,Y,yield,kg N / ha,90.85097192224643,calculated
13080,CZ,Czeckia,Pulses,2000,A,harvested area,Mha,0.0397999999999999,unprocessed
13081,CZ,Czeckia,Pulses,2000,H,harvested quantity,Gg N,2.9884800000000005,unprocessed
13082,CZ,Czeckia,Pulses,2000,Y,yield,kg N / ha,75.08743718592986,calculated
13083,CZ,Czeckia,Pulses,2001,A,harvested area,Mha,0.0372,unprocessed
13084,CZ,Czeckia,Pulses,2001,H,harvested quantity,Gg N,3.2172800000000006,unprocessed
13085,CZ,Czeckia,Pulses,2001,Y,yield,kg N / ha,86.48602150537637,calculated
13086,CZ,Czeckia,Pulses,2002,A,harvested area,Mha,0.0342,unprocessed
13087,CZ,Czeckia,Pulses,2002,H,harvested quantity,Gg N,2.29152,unprocessed
13088,CZ,Czeckia,Pulses,2002,Y,yield,kg N / ha,67.00350877192982,calculated
13089,CZ,Czeckia,Pulses,2003,A,harvested area,Mha,0.0314,unprocessed
13090,CZ,Czeckia,Pulses,2003,H,harvested quantity,Gg N,2.1859200000000003,unprocessed
13091,CZ,Czeckia,Pulses,2003,Y,yield,kg N / ha,69.61528662420383,calculated
13092,CZ,Czeckia,Pulses,2004,A,harvested area,Mha,0.0283999999999999,unprocessed
13093,CZ,Czeckia,Pulses,2004,H,harvested quantity,Gg N,3.1081600000000003,unprocessed
13094,CZ,Czeckia,Pulses,2004,Y,yield,kg N / ha,109.44225352112716,calculated
13095,CZ,Czeckia,Pulses,2005,A,harvested area,Mha,0.0392599999999999,unprocessed
13096,CZ,Czeckia,Pulses,2005,H,harvested quantity,Gg N,3.3781440000000003,unprocessed
13097,CZ,Czeckia,Pulses,2005,Y,yield,kg N / ha,86.04544065206339,calculated
13098,CZ,Czeckia,Pulses,2006,A,harvested area,Mha,0.039,unprocessed
13099,CZ,Czeckia,Pulses,2006,H,harvested quantity,Gg N,3.08,unprocessed
13100,CZ,Czeckia,Pulses,2006,Y,yield,kg N / ha,78.97435897435898,calculated
13101,CZ,Czeckia,Pulses,2007,A,harvested area,Mha,0.0306999999999999,unprocessed
13102,CZ,Czeckia,Pulses,2007,H,harvested quantity,Gg N,2.29856,unprocessed
13103,CZ,Czeckia,Pulses,2007,Y,yield,kg N / ha,74.87166123778526,calculated
13104,CZ,Czeckia,Pulses,2008,A,harvested area,Mha,0.0223,unprocessed
13105,CZ,Czeckia,Pulses,2008,H,harvested quantity,Gg N,1.68608,unprocessed
13106,CZ,Czeckia,Pulses,2008,Y,yield,kg N / ha,75.60896860986547,calculated
13107,CZ,Czeckia,Pulses,2009,A,harvested area,Mha,0.029,unprocessed
13108,CZ,Czeckia,Pulses,2009,H,harvested quantity,Gg N,2.1859200000000003,unprocessed
13109,CZ,Czeckia,Pulses,2009,Y,yield,kg N / ha,75.37655172413794,calculated
13110,CZ,Czeckia,Pulses,2010,A,harvested area,Mha,0.03132,unprocessed
13111,CZ,Czeckia,Pulses,2010,H,harvested quantity,Gg N,2.0465280000000003,unprocessed
13112,CZ,Czeckia,Pulses,2010,Y,yield,kg N / ha,65.3425287356322,calculated
13113,CZ,Czeckia,Pulses,2011,A,harvested area,Mha,0.02232,unprocessed
13114,CZ,Czeckia,Pulses,2011,H,harvested quantity,Gg N,2.237312,unprocessed
13115,CZ,Czeckia,Pulses,2011,Y,yield,kg N / ha,100.23799283154123,calculated
13116,CZ,Czeckia,Pulses,2012,A,harvested area,Mha,0.02018,unprocessed
13117,CZ,Czeckia,Pulses,2012,H,harvested quantity,Gg N,1.377728,unprocessed
13118,CZ,Czeckia,Pulses,2012,Y,yield,kg N / ha,68.27195242814668,calculated
13119,CZ,Czeckia,Pulses,2013,A,harvested area,Mha,0.01785,unprocessed
13120,CZ,Czeckia,Pulses,2013,H,harvested quantity,Gg N,1.3474560000000002,unprocessed
13121,CZ,Czeckia,Pulses,2013,Y,yield,kg N / ha,75.48773109243699,calculated
13122,CZ,Czeckia,Pulses,2014,A,harvested area,Mha,0.02017,unprocessed
13123,CZ,Czeckia,Pulses,2014,H,harvested quantity,Gg N,1.89376,unprocessed
13124,CZ,Czeckia,Pulses,2014,Y,yield,kg N / ha,93.88993554784334,calculated
13125,CZ,Czeckia,Pulses,2015,A,harvested area,Mha,0.03314,unprocessed
13126,CZ,Czeckia,Pulses,2015,H,harvested quantity,Gg N,3.376032,unprocessed
13127,CZ,Czeckia,Pulses,2015,Y,yield,kg N / ha,101.87181653590825,calculated
13128,CZ,Czeckia,Pulses,2016,A,harvested area,Mha,0.03563,unprocessed
13129,CZ,Czeckia,Pulses,2016,H,harvested quantity,Gg N,2.9786240000000004,unprocessed
13130,CZ,Czeckia,Pulses,2016,Y,yield,kg N / ha,83.59876508560203,calculated
13131,CZ,Czeckia,Pulses,2017,A,harvested area,Mha,0.04286,unprocessed
13132,CZ,Czeckia,Pulses,2017,H,harvested quantity,Gg N,3.534784,unprocessed
13133,CZ,Czeckia,Pulses,2017,Y,yield,kg N / ha,82.4727951469902,calculated
13134,CZ,Czeckia,Pulses,2018,A,harvested area,Mha,0.03515,unprocessed
13135,CZ,Czeckia,Pulses,2018,H,harvested quantity,Gg N,2.799104,unprocessed
13136,CZ,Czeckia,Pulses,2018,Y,yield,kg N / ha,79.63311522048363,calculated
13137,CZ,Czeckia,Pulses,2019,A,harvested area,Mha,0.03377,unprocessed
13138,CZ,Czeckia,Pulses,2019,H,harvested quantity,Gg N,2.610784,unprocessed
13139,CZ,Czeckia,Pulses,2019,Y,yield,kg N / ha,77.31074918566776,calculated
13140,CZ,Czeckia,Sugar beet,1990,A,harvested area,Mha,0.119,unprocessed
13141,CZ,Czeckia,Sugar beet,1990,H,harvested quantity,Gg N,8.355984,unprocessed
13142,CZ,Czeckia,Sugar beet,1990,Y,yield,kg N / ha,70.21835294117646,calculated
13143,CZ,Czeckia,Sugar beet,1991,A,harvested area,Mha,0.119,unprocessed
13144,CZ,Czeckia,Sugar beet,1991,H,harvested quantity,Gg N,8.338095999999998,unprocessed
13145,CZ,Czeckia,Sugar beet,1991,Y,yield,kg N / ha,70.06803361344537,calculated
13146,CZ,Czeckia,Sugar beet,1992,A,harvested area,Mha,0.125,unprocessed
13147,CZ,Czeckia,Sugar beet,1992,H,harvested quantity,Gg N,8.052719999999999,unprocessed
13148,CZ,Czeckia,Sugar beet,1992,Y,yield,kg N / ha,64.42175999999999,calculated
13149,CZ,Czeckia,Sugar beet,1993,A,harvested area,Mha,0.107,unprocessed
13150,CZ,Czeckia,Sugar beet,1993,H,harvested quantity,Gg N,8.961264,unprocessed
13151,CZ,Czeckia,Sugar beet,1993,Y,yield,kg N / ha,83.75013084112149,calculated
13152,CZ,Czeckia,Sugar beet,1994,A,harvested area,Mha,0.091,unprocessed
13153,CZ,Czeckia,Sugar beet,1994,H,harvested quantity,Gg N,6.739407999999999,unprocessed
13154,CZ,Czeckia,Sugar beet,1994,Y,yield,kg N / ha,74.05942857142857,calculated
13155,CZ,Czeckia,Sugar beet,1995,A,harvested area,Mha,0.094,unprocessed
13156,CZ,Czeckia,Sugar beet,1995,H,harvested quantity,Gg N,7.720127999999999,unprocessed
13157,CZ,Czeckia,Sugar beet,1995,Y,yield,kg N / ha,82.12902127659574,calculated
13158,CZ,Czeckia,Sugar beet,1996,A,harvested area,Mha,0.104,unprocessed
13159,CZ,Czeckia,Sugar beet,1996,H,harvested quantity,Gg N,8.976448,unprocessed
13160,CZ,Czeckia,Sugar beet,1996,Y,yield,kg N / ha,86.312,calculated
13161,CZ,Czeckia,Sugar beet,1997,A,harvested area,Mha,0.0923,unprocessed
13162,CZ,Czeckia,Sugar beet,1997,H,harvested quantity,Gg N,7.741759999999999,unprocessed
13163,CZ,Czeckia,Sugar beet,1997,Y,yield,kg N / ha,83.87605633802816,calculated
13164,CZ,Czeckia,Sugar beet,1998,A,harvested area,Mha,0.0814,unprocessed
13165,CZ,Czeckia,Sugar beet,1998,H,harvested quantity,Gg N,7.237151999999999,unprocessed
13166,CZ,Czeckia,Sugar beet,1998,Y,yield,kg N / ha,88.90850122850122,calculated
13167,CZ,Czeckia,Sugar beet,1999,A,harvested area,Mha,0.059,unprocessed
13168,CZ,Czeckia,Sugar beet,1999,H,harvested quantity,Gg N,5.597072,unprocessed
13169,CZ,Czeckia,Sugar beet,1999,Y,yield,kg N / ha,94.86562711864407,calculated
13170,CZ,Czeckia,Sugar beet,2000,A,harvested area,Mha,0.0613,unprocessed
13171,CZ,Czeckia,Sugar beet,2000,H,harvested quantity,Gg N,5.8423039999999995,unprocessed
13172,CZ,Czeckia,Sugar beet,2000,Y,yield,kg N / ha,95.30675367047307,calculated
13173,CZ,Czeckia,Sugar beet,2001,A,harvested area,Mha,0.0777,unprocessed
13174,CZ,Czeckia,Sugar beet,2001,H,harvested quantity,Gg N,7.340319999999999,unprocessed
13175,CZ,Czeckia,Sugar beet,2001,Y,yield,kg N / ha,94.47001287001285,calculated
13176,CZ,Czeckia,Sugar beet,2002,A,harvested area,Mha,0.0775,unprocessed
13177,CZ,Czeckia,Sugar beet,2002,H,harvested quantity,Gg N,7.9716,unprocessed
13178,CZ,Czeckia,Sugar beet,2002,Y,yield,kg N / ha,102.85935483870968,calculated
13179,CZ,Czeckia,Sugar beet,2003,A,harvested area,Mha,0.0773,unprocessed
13180,CZ,Czeckia,Sugar beet,2003,H,harvested quantity,Gg N,7.269807999999999,unprocessed
13181,CZ,Czeckia,Sugar beet,2003,Y,yield,kg N / ha,94.04667529107374,calculated
13182,CZ,Czeckia,Sugar beet,2004,A,harvested area,Mha,0.0711,unprocessed
13183,CZ,Czeckia,Sugar beet,2004,H,harvested quantity,Gg N,7.444944,unprocessed
13184,CZ,Czeckia,Sugar beet,2004,Y,yield,kg N / ha,104.71088607594936,calculated
13185,CZ,Czeckia,Sugar beet,2005,A,harvested area,Mha,0.0655999999999999,unprocessed
13186,CZ,Czeckia,Sugar beet,2005,H,harvested quantity,Gg N,7.270847999999999,unprocessed
13187,CZ,Czeckia,Sugar beet,2005,Y,yield,kg N / ha,110.83609756097577,calculated
13188,CZ,Czeckia,Sugar beet,2006,A,harvested area,Mha,0.061,unprocessed
13189,CZ,Czeckia,Sugar beet,2006,H,harvested quantity,Gg N,6.527664,unprocessed
13190,CZ,Czeckia,Sugar beet,2006,Y,yield,kg N / ha,107.01088524590163,calculated
13191,CZ,Czeckia,Sugar beet,2007,A,harvested area,Mha,0.0542999999999999,unprocessed
13192,CZ,Czeckia,Sugar beet,2007,H,harvested quantity,Gg N,6.010992,unprocessed
13193,CZ,Czeckia,Sugar beet,2007,Y,yield,kg N / ha,110.6996685082875,calculated
13194,CZ,Czeckia,Sugar beet,2008,A,harvested area,Mha,0.0504,unprocessed
13195,CZ,Czeckia,Sugar beet,2008,H,harvested quantity,Gg N,5.999967999999999,unprocessed
13196,CZ,Czeckia,Sugar beet,2008,Y,yield,kg N / ha,119.04698412698411,calculated
13197,CZ,Czeckia,Sugar beet,2009,A,harvested area,Mha,0.0525,unprocessed
13198,CZ,Czeckia,Sugar beet,2009,H,harvested quantity,Gg N,6.319455999999999,unprocessed
13199,CZ,Czeckia,Sugar beet,2009,Y,yield,kg N / ha,120.37059047619046,calculated
13200,CZ,Czeckia,Sugar beet,2010,A,harvested area,Mha,0.05639,unprocessed
13201,CZ,Czeckia,Sugar beet,2010,H,harvested quantity,Gg N,6.375179199999999,unprocessed
13202,CZ,Czeckia,Sugar beet,2010,Y,yield,kg N / ha,113.05513743571552,calculated
13203,CZ,Czeckia,Sugar beet,2011,A,harvested area,Mha,0.05833,unprocessed
13204,CZ,Czeckia,Sugar beet,2011,H,harvested quantity,Gg N,8.109691199999999,unprocessed
13205,CZ,Czeckia,Sugar beet,2011,Y,yield,kg N / ha,139.03122235556316,calculated
13206,CZ,Czeckia,Sugar beet,2012,A,harvested area,Mha,0.06116,unprocessed
13207,CZ,Czeckia,Sugar beet,2012,H,harvested quantity,Gg N,8.047166399999998,unprocessed
13208,CZ,Czeckia,Sugar beet,2012,Y,yield,kg N / ha,131.57564421190318,calculated
13209,CZ,Czeckia,Sugar beet,2013,A,harvested area,Mha,0.0624,unprocessed
13210,CZ,Czeckia,Sugar beet,2013,H,harvested quantity,Gg N,7.787041599999999,unprocessed
13211,CZ,Czeckia,Sugar beet,2013,Y,yield,kg N / ha,124.79233333333333,calculated
13212,CZ,Czeckia,Sugar beet,2014,A,harvested area,Mha,0.06296,unprocessed
13213,CZ,Czeckia,Sugar beet,2014,H,harvested quantity,Gg N,9.2032096,unprocessed
13214,CZ,Czeckia,Sugar beet,2014,Y,yield,kg N / ha,146.17550190597203,calculated
13215,CZ,Czeckia,Sugar beet,2015,A,harvested area,Mha,0.05761,unprocessed
13216,CZ,Czeckia,Sugar beet,2015,H,harvested quantity,Gg N,7.115763199999999,unprocessed
13217,CZ,Czeckia,Sugar beet,2015,Y,yield,kg N / ha,123.51611178614822,calculated
13218,CZ,Czeckia,Sugar beet,2016,A,harvested area,Mha,0.06074,unprocessed
13219,CZ,Czeckia,Sugar beet,2016,H,harvested quantity,Gg N,8.566188799999999,unprocessed
13220,CZ,Czeckia,Sugar beet,2016,Y,yield,kg N / ha,141.0304379321699,calculated
13221,CZ,Czeckia,Sugar beet,2017,A,harvested area,Mha,0.0660999999999999,unprocessed
13222,CZ,Czeckia,Sugar beet,2017,H,harvested quantity,Gg N,9.1510016,unprocessed
13223,CZ,Czeckia,Sugar beet,2017,Y,yield,kg N / ha,138.44177912254185,calculated
13224,CZ,Czeckia,Sugar beet,2018,A,harvested area,Mha,0.06476,unprocessed
13225,CZ,Czeckia,Sugar beet,2018,H,harvested quantity,Gg N,7.746564799999999,unprocessed
13226,CZ,Czeckia,Sugar beet,2018,Y,yield,kg N / ha,119.61959234095119,calculated
13227,CZ,Czeckia,Sugar beet,2019,A,harvested area,Mha,0.05921,unprocessed
13228,CZ,Czeckia,Sugar beet,2019,H,harvested quantity,Gg N,7.6157536,unprocessed
13229,CZ,Czeckia,Sugar beet,2019,Y,yield,kg N / ha,128.62275966897482,calculated
13230,CZ,Czeckia,Temporary grassland,1990,A,harvested area,Mha,0.04126,interpolated
13231,CZ,Czeckia,Temporary grassland,1990,H,harvested quantity,Gg N,3.661798461680271,interpolated
13232,CZ,Czeckia,Temporary grassland,1990,Y,yield,kg N / ha,88.74935680272107,calculated
13233,CZ,Czeckia,Temporary grassland,1991,A,harvested area,Mha,0.04126,interpolated
13234,CZ,Czeckia,Temporary grassland,1991,H,harvested quantity,Gg N,3.661798461680271,interpolated
13235,CZ,Czeckia,Temporary grassland,1991,Y,yield,kg N / ha,88.74935680272107,calculated
13236,CZ,Czeckia,Temporary grassland,1992,A,harvested area,Mha,0.04126,interpolated
13237,CZ,Czeckia,Temporary grassland,1992,H,harvested quantity,Gg N,3.661798461680271,interpolated
13238,CZ,Czeckia,Temporary grassland,1992,Y,yield,kg N / ha,88.74935680272107,calculated
13239,CZ,Czeckia,Temporary grassland,1993,A,harvested area,Mha,0.04126,corrected (e)
13240,CZ,Czeckia,Temporary grassland,1993,H,harvested quantity,Gg N,3.661798461680271,corrected (e)
13241,CZ,Czeckia,Temporary grassland,1993,Y,yield,kg N / ha,88.74935680272107,calculated
13242,CZ,Czeckia,Temporary grassland,1994,A,harvested area,Mha,0.04126,corrected (e)
13243,CZ,Czeckia,Temporary grassland,1994,H,harvested quantity,Gg N,3.6822554363265296,corrected (e)
13244,CZ,Czeckia,Temporary grassland,1994,Y,yield,kg N / ha,89.2451632653061,calculated
13245,CZ,Czeckia,Temporary grassland,1995,A,harvested area,Mha,0.04126,corrected (e)
13246,CZ,Czeckia,Temporary grassland,1995,H,harvested quantity,Gg N,3.702712410972788,corrected (e)
13247,CZ,Czeckia,Temporary grassland,1995,Y,yield,kg N / ha,89.74096972789113,calculated
13248,CZ,Czeckia,Temporary grassland,1996,A,harvested area,Mha,0.04126,corrected (e)
13249,CZ,Czeckia,Temporary grassland,1996,H,harvested quantity,Gg N,3.723169385619047,corrected (e)
13250,CZ,Czeckia,Temporary grassland,1996,Y,yield,kg N / ha,90.23677619047618,calculated
13251,CZ,Czeckia,Temporary grassland,1997,A,harvested area,Mha,0.04126,corrected (e)
13252,CZ,Czeckia,Temporary grassland,1997,H,harvested quantity,Gg N,3.7436263602653055,corrected (e)
13253,CZ,Czeckia,Temporary grassland,1997,Y,yield,kg N / ha,90.73258265306121,calculated
13254,CZ,Czeckia,Temporary grassland,1998,A,harvested area,Mha,0.04126,corrected (e)
13255,CZ,Czeckia,Temporary grassland,1998,H,harvested quantity,Gg N,3.764083334911564,corrected (e)
13256,CZ,Czeckia,Temporary grassland,1998,Y,yield,kg N / ha,91.22838911564625,calculated
13257,CZ,Czeckia,Temporary grassland,1999,A,harvested area,Mha,0.04126,corrected (e)
13258,CZ,Czeckia,Temporary grassland,1999,H,harvested quantity,Gg N,3.7845403095578223,corrected (e)
13259,CZ,Czeckia,Temporary grassland,1999,Y,yield,kg N / ha,91.72419557823127,calculated
13260,CZ,Czeckia,Temporary grassland,2000,A,harvested area,Mha,0.04126,corrected (e)
13261,CZ,Czeckia,Temporary grassland,2000,H,harvested quantity,Gg N,3.804997284204081,corrected (e)
13262,CZ,Czeckia,Temporary grassland,2000,Y,yield,kg N / ha,92.22000204081631,calculated
13263,CZ,Czeckia,Temporary grassland,2001,A,harvested area,Mha,0.04126,corrected (e)
13264,CZ,Czeckia,Temporary grassland,2001,H,harvested quantity,Gg N,3.825454258850339,corrected (e)
13265,CZ,Czeckia,Temporary grassland,2001,Y,yield,kg N / ha,92.71580850340133,calculated
13266,CZ,Czeckia,Temporary grassland,2002,A,harvested area,Mha,0.04126,corrected (e)
13267,CZ,Czeckia,Temporary grassland,2002,H,harvested quantity,Gg N,3.8459112334965977,corrected (e)
13268,CZ,Czeckia,Temporary grassland,2002,Y,yield,kg N / ha,93.21161496598637,calculated
13269,CZ,Czeckia,Temporary grassland,2003,A,harvested area,Mha,0.04126,corrected (e)
13270,CZ,Czeckia,Temporary grassland,2003,H,harvested quantity,Gg N,3.8663682081428568,corrected (e)
13271,CZ,Czeckia,Temporary grassland,2003,Y,yield,kg N / ha,93.70742142857142,calculated
13272,CZ,Czeckia,Temporary grassland,2004,A,harvested area,Mha,0.04126,corrected (e)
13273,CZ,Czeckia,Temporary grassland,2004,H,harvested quantity,Gg N,3.886825182789115,corrected (e)
13274,CZ,Czeckia,Temporary grassland,2004,Y,yield,kg N / ha,94.20322789115644,calculated
13275,CZ,Czeckia,Temporary grassland,2005,A,harvested area,Mha,0.04126,corrected (e)
